participant id, 0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,
participant id, 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
participant id, 3,3,3,1,4,0,3,4,1,3,4,4,3,3,3,3,
participant id, 0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,
